StockCode,avg_daily_sales,on_hand_units,on_order_units,lead_time_days,reorder_point
22276,7.710204081632653,161,77,16,123
22277,6.965174129353234,174,42,18,125
22278,3.877862595419847,65,25,14,54
22279,9.0,207,89,11,99
22280,6.8515625,178,77,7,47
22281,4.913461538461538,83,70,17,83
22282,3.2057142857142855,76,32,6,19
22283,3.7256317689530687,85,25,8,29
22284,11.682464454976303,315,44,7,81
22285,14.701086956521738,426,83,11,161
22286,13.835714285714285,221,62,14,193
22287,13.4,160,66,19,254
22288,14.086021505376344,295,51,19,267
22289,10.914285714285715,130,67,12,130
22290,13.958333333333334,404,25,10,139
22291,19.95625,458,74,7,139
22292,17.47798742138365,419,1,10,174
22293,12.179640718562874,280,13,19,231
22294,39.13380281690141,626,29,6,234
22295,24.379710144927536,633,48,19,463
22296,24.056930693069308,505,11,16,384
22297,31.099773242630384,901,89,11,342
22299,26.612244897959183,345,43,18,479
22300,12.703703703703704,228,32,15,190
22301,13.798898071625345,206,12,14,193
22302,18.312267657992564,457,77,18,329
22303,15.584527220630372,171,87,11,171
22304,16.52777777777778,280,97,8,132
22305,17.7109375,354,25,17,301
22306,14.603603603603604,321,20,12,175
22307,13.322222222222223,346,27,8,106
22308,4.179012345679013,71,47,11,45
22309,6.589108910891089,177,99,8,52
22310,10.169590643274853,274,39,17,172
22311,10.633165829145728,244,65,16,170
22312,6.258883248730965,150,72,9,56
22313,8.716814159292035,130,86,11,95
22314,6.132596685082873,122,78,17,104
22315,8.030075187969924,176,76,18,144
22316,11.63888888888889,116,22,18,209
22317,4.163120567375887,62,80,17,70
22318,5.756363636363637,103,47,14,80
22319,21.18439716312057,360,1,7,148
22320,3.9602649006622515,79,83,14,55
22321,10.803418803418804,302,19,9,97
22322,8.125628140703517,146,58,15,121
22323,6.614583333333333,171,45,18,119
22324,5.107692307692307,107,2,7,35
22325,4.39622641509434,101,54,9,39
22326,31.84742268041237,764,11,18,573
22327,8.173333333333334,204,39,7,57
22328,26.941787941787943,781,65,15,404
22329,14.330555555555556,143,99,14,200
22330,7.111111111111111,135,77,15,106
22331,12.119205298013245,206,15,11,133
22332,14.903225806451612,402,82,17,253
22333,24.40389294403893,244,33,5,122
22334,10.518867924528301,115,43,13,136
22335,27.598726114649683,275,5,13,358
22336,34.27205882352941,342,76,9,308
22337,25.760416666666668,463,63,13,334
22338,44.43065693430657,977,99,14,622
22339,37.06315789473684,370,21,17,630
22340,16.971698113207548,373,17,19,322
22341,18.24736842105263,529,11,10,182
22342,9.270408163265307,148,51,19,176
22343,22.428571428571427,246,93,9,201
22344,14.62962962962963,219,50,17,248
22345,14.372549019607844,229,70,7,100
22346,15.116279069767442,347,95,15,226
22347,36.21333333333333,977,47,15,543
22348,27.796875,667,18,12,333
22349,10.122047244094489,111,5,8,80
22350,11.639344262295081,221,83,14,162
22351,5.0,105,26,17,85
22352,14.863731656184486,386,52,19,282
22353,13.506666666666666,229,47,17,229
22354,10.76328502415459,215,6,7,75
22355,57.57837837837838,690,58,17,978
22356,37.13358070500928,557,68,10,371
22357,7.173010380622838,129,10,12,86
22358,7.552706552706553,113,14,17,128
22359,8.08860759493671,145,63,19,153
22360,9.168498168498168,146,2,13,119
22361,6.069078947368421,109,68,18,109
22362,3.9523809523809526,106,22,10,39
22363,5.206666666666667,109,52,9,46
22364,8.558333333333334,145,36,16,136
22365,8.03103448275862,136,8,15,120
22366,7.36231884057971,198,14,6,44
22367,16.685300207039337,483,2,6,100
22371,5.035812672176308,120,92,13,65
22372,2.783410138248848,44,69,6,16
22374,3.602112676056338,72,16,6,21
22375,2.669683257918552,77,25,7,18
22376,2.6989795918367347,67,20,7,18
22377,13.108695652173912,170,71,8,104
22378,11.395136778115502,170,20,11,125
22379,30.851272015655578,370,10,13,401
22380,13.272727272727273,238,37,6,79
22381,19.754797441364605,375,71,8,158
22382,37.49629629629629,862,87,13,487
22383,46.14732965009208,922,34,18,830
22384,38.20404411764706,1031,13,6,229
22385,37.0804347826087,778,13,14,519
22386,73.43947858472998,1542,9,15,1101
22389,8.0875,177,11,17,137
22390,10.84,238,37,5,54
22391,5.383333333333334,150,33,14,75
22393,8.872340425531915,248,40,12,106
22394,6.92,159,9,13,89
22395,5.2,67,16,11,57
22396,12.891156462585034,283,16,12,154
22398,16.056818181818183,272,66,8,128
22399,20.09950248756219,562,61,8,160
22400,14.080459770114942,295,94,17,239
22402,18.74863387978142,506,0,6,112
22403,10.393939393939394,155,11,12,124
22405,10.2625,277,3,19,194
22406,15.072727272727272,422,41,15,226
22407,6.4411764705882355,90,12,6,38
22408,8.227848101265822,148,97,13,106
22409,12.488888888888889,149,84,18,224
22410,8.908496732026144,169,85,8,71
22411,50.52037037037037,1414,3,5,252
22412,8.73090909090909,104,81,17,148
22413,15.963386727688787,383,68,8,127
22414,6.706214689265536,67,18,7,46
22415,2.2805755395683454,36,1,16,36
22416,12.875816993464053,270,11,10,128
22417,45.44703389830509,1181,80,11,499
22418,39.21656050955414,1137,73,12,470
22419,24.98905109489051,349,97,6,149
22420,12.56547619047619,163,5,10,125
22421,18.734126984126984,393,7,19,355
22422,12.083700440528634,350,50,10,120
22423,51.5136186770428,1390,10,14,721
22424,4.200549450549451,109,62,16,67
22425,4.125603864734299,115,56,9,37
22426,5.353413654618474,96,11,14,74
22427,10.255591054313099,133,72,14,143
22428,3.0397350993377485,33,1,11,33
22429,6.909090909090909,89,7,7,48
22430,6.073913043478261,66,10,8,48
22431,9.985163204747774,239,52,14,139
22432,11.773333333333333,129,99,17,200
22433,10.522727272727273,136,9,13,136
22434,12.54679802955665,188,84,8,100
22435,15.407523510971787,246,83,7,107
22436,20.36231884057971,386,7,18,366
22437,21.859060402684563,612,35,6,131
22438,11.3984375,319,92,9,102
22439,15.626506024096386,328,75,8,125
22440,40.58571428571429,487,13,17,689
22441,9.579710144927537,210,53,17,162
22442,6.983870967741935,188,84,12,83
22443,3.773480662983425,64,85,11,41
22444,48.018957345971565,1152,20,10,480
22445,6.532994923857868,65,49,15,97
22446,4.414285714285715,52,93,16,70
22447,3.5942028985507246,61,38,6,21
22448,7.171428571428572,93,19,7,50
22449,6.5495049504950495,163,87,14,91
22450,6.043478260869565,114,86,13,78
22451,8.638709677419355,181,6,17,146
22452,7.221590909090909,166,8,13,93
22453,7.151785714285714,164,0,19,135
22454,10.407407407407407,114,25,9,93
22456,11.26530612244898,157,37,18,202
22457,33.13146551724138,463,37,7,231
22458,12.087301587301587,181,60,6,72
22459,10.682170542635658,235,43,12,128
22460,18.932539682539684,340,85,19,359
22461,3.4745762711864407,83,43,10,34
22464,19.185819070904646,441,73,14,268
22465,16.545787545787547,264,61,15,248
22466,21.681632653061225,628,5,16,346
22467,31.396825396825395,345,16,11,345
22468,6.728682170542636,107,50,5,33
22469,66.92565947242207,1003,37,5,334
22470,42.016548463356976,1092,23,14,588
22471,4.576642335766423,50,50,6,27
22472,6.139664804469274,73,9,14,85
22473,5.165605095541402,72,71,19,98
22474,5.46067415730337,76,20,7,38
22475,3.9844559585492227,39,69,16,63
22476,6.795918367346939,115,84,5,33
22477,11.833333333333334,248,56,18,213
22478,12.542986425339366,163,38,9,112
22479,11.751515151515152,258,87,19,223
22480,13.155555555555555,315,32,19,249
22481,7.709090909090909,154,58,7,53
22482,15.156862745098039,287,17,5,75
22483,7.820833333333334,93,55,12,93
22485,3.904255319148936,89,91,16,62
22486,2.810810810810811,70,56,15,42
22487,4.0,76,95,10,40
22488,17.219451371571072,327,75,13,223
22489,48.2911051212938,1014,47,7,338
22491,29.3399209486166,528,41,13,381
22492,120.62603878116343,1206,26,13,1568
22493,18.223076923076924,255,73,19,346
22494,8.75,253,51,16,140
22495,5.371428571428571,91,41,19,102
22496,4.841059602649007,96,31,17,82
22497,4.509708737864078,94,25,16,72
22498,4.3486590038314175,43,24,5,21
22499,10.011173184357542,290,74,7,70
22500,3.717948717948718,74,22,10,37
22501,9.006896551724138,126,97,12,108
22502,12.267100977198696,294,56,8,98
22503,2.764705882352941,38,51,9,24
22504,4.159090909090909,87,86,13,54
22505,9.902887139107612,138,92,10,99
22507,13.304878048780488,345,30,16,212
22508,7.868852459016393,204,63,11,86
22509,2.8043478260869565,58,70,11,30
22510,4.051282051282051,97,32,8,32
22511,4.268817204301075,102,84,8,34
22512,6.193548387096774,92,1,8,49
22513,4.2086330935251794,88,17,18,75
22514,6.557575757575758,190,46,19,124
22515,6.881578947368421,185,32,15,103
22516,6.821138211382114,156,97,9,61
22517,6.716666666666667,73,83,9,60
22518,8.961538461538462,161,34,12,107
22519,9.628378378378379,134,50,13,125
22520,11.527638190954773,334,17,6,69
22521,12.301075268817204,123,87,15,184
22522,10.868932038834952,130,71,11,119
22523,10.597087378640778,158,29,5,52
22524,11.0,154,43,5,55
22525,10.932584269662922,153,52,8,87
22526,3.675675675675676,36,9,14,51
22528,37.81818181818182,983,86,11,416
22529,19.8130081300813,554,51,6,118
22530,38.26996197718631,880,48,15,574
22531,31.53488372093023,662,10,6,189
22532,21.044117647058822,399,65,5,105
22533,26.426900584795323,766,57,14,369
22534,40.5377358490566,1094,89,6,243
22535,21.311004784688997,426,35,17,362
22536,37.72199170124481,414,32,19,716
22537,24.420833333333334,659,46,11,268
22538,18.0375,288,12,13,234
22539,31.41111111111111,753,39,10,314
22540,42.205479452054796,844,88,14,590
22541,21.46551724137931,579,67,6,128
22543,32.7979797979798,688,41,16,524
22544,39.586497890295355,593,18,19,752
22545,23.636986301369863,685,81,14,330
22546,30.381944444444443,668,93,19,577
22547,13.2,382,18,14,184
22548,13.881889763779528,347,57,17,235
22549,18.792507204610953,507,22,13,244
22550,7.622222222222222,144,53,11,83
22551,34.62107623318386,588,79,15,519
22553,18.645933014354068,503,64,5,93
22554,30.53483146067416,305,11,16,488
22555,28.16829268292683,478,23,13,366
22556,31.015981735159816,465,33,6,186
22557,24.002314814814813,336,52,8,192
22558,38.25207756232687,918,7,13,497
22559,10.695945945945946,256,17,8,85
22560,40.205962059620596,442,56,7,281
22561,29.032418952618453,290,4,5,145
22562,16.37037037037037,327,25,11,180
22563,19.61056105610561,372,29,19,372
22564,20.493273542600896,553,53,10,204
22565,10.326732673267326,278,12,14,144
22566,13.634615384615385,354,82,8,109
22567,18.475083056478404,314,28,10,184
22568,13.97704081632653,335,2,10,139
22569,15.508426966292134,263,89,17,263
22570,15.641666666666667,406,57,8,125
22571,30.104166666666668,632,75,18,541
22572,21.098159509202453,358,1,17,358
22573,28.52906976744186,656,74,10,285
22574,28.994285714285713,376,27,14,405
22575,20.34640522875817,203,81,15,305
22576,19.94904458598726,199,76,12,239
22577,63.166666666666664,1768,85,17,1073
22578,71.9027027027027,1797,75,7,503
22579,44.148148148148145,1015,1,8,353
22580,12.483870967741936,312,6,14,174
22581,22.006172839506174,308,25,17,374
22582,12.423645320197044,223,89,16,198
22583,8.399103139013453,92,87,18,151
22584,16.525316455696203,446,75,19,313
22585,44.67430025445292,670,15,5,223
22586,10.280788177339902,185,22,8,82
22587,10.25242718446602,102,39,15,153
22588,12.662222222222223,227,59,14,177
22589,9.902255639097744,247,72,14,138
22591,11.319327731092438,249,31,16,181
22592,13.026315789473685,234,14,18,234
22593,29.456521739130434,648,12,13,382
22594,26.616666666666667,479,4,12,319
22595,41.64451827242525,832,74,15,624
22596,38.603658536585364,501,73,8,308
22597,29.57051282051282,325,51,16,473
22598,19.456521739130434,291,76,11,214
22599,28.354545454545455,652,40,14,396
22600,26.27027027027027,341,52,7,183
22601,27.925531914893618,418,49,13,363
22602,25.634538152610443,717,14,14,358
22603,24.228070175438596,363,6,8,193
22604,11.7953216374269,129,39,6,70
22605,5.8,156,27,14,81
22606,4.730088495575221,104,31,9,42
22607,8.674657534246576,156,98,6,52
22608,46.25,1295,14,18,832
22609,47.24666666666667,1039,99,14,661
22610,63.08457711442786,1261,84,10,630
22611,6.718518518518518,67,69,15,100
22612,13.527027027027026,216,64,14,189
22613,15.029556650246306,360,3,5,75
22614,24.78787878787879,247,10,18,446
22615,24.142857142857142,507,25,10,241
22616,105.51752021563343,1688,60,8,844
22617,10.707808564231739,256,36,7,74
22618,4.818791946308725,134,22,6,28
22619,12.294478527607362,122,92,11,135
22620,22.915966386554622,595,84,13,297
22621,25.74041297935103,669,90,16,411
22622,9.816666666666666,117,39,7,68
22623,8.169611307420494,171,76,10,81
22624,7.68780487804878,115,22,13,99
22625,6.931398416886544,138,15,6,41
22626,3.6233766233766236,43,93,11,39
22627,4.953560371517028,84,60,9,44
22628,7.785714285714286,179,67,9,70
22629,51.37530864197531,1181,79,15,770
22630,44.477832512315274,845,30,11,489
22631,19.23926380368098,211,52,13,250
22632,68.1456953642384,1567,24,8,545
22633,55.8235294117647,1004,43,13,725
22634,5.9020979020979025,70,11,19,112
22635,6.311787072243346,107,89,18,113
22636,5.820143884892087,145,96,17,98
22637,13.906832298136646,152,91,15,208
22638,6.864406779661017,102,8,14,96
22639,9.121546961325967,191,11,13,118
22640,4.697368421052632,65,68,17,79
22641,4.761904761904762,52,53,8,38
22642,9.792079207920793,244,53,7,68
22643,5.948717948717949,83,27,6,35
22644,15.617363344051446,374,55,13,203
22645,16.696696696696698,350,98,16,267
22646,24.286103542234333,315,68,6,145
22647,14.493150684931507,347,97,10,144
22649,8.557620817843866,171,97,9,77
22650,9.065989847715736,226,76,18,163
22651,17.837078651685392,267,57,9,160
22652,30.58641975308642,703,77,8,244
22653,13.178260869565218,355,74,10,131
22654,9.214545454545455,193,41,9,82
22655,1.6888888888888889,33,37,15,25
22656,1.3636363636363635,29,67,8,10
22657,8.428571428571429,168,52,17,143
22659,40.66836734693877,1016,32,13,528
22660,6.160839160839161,147,70,17,104
22661,26.62012987012987,638,55,10,266
22662,26.894594594594594,349,71,15,403
22663,17.956386292834893,359,50,14,251
22664,7.724324324324324,216,73,14,108
22665,9.78476821192053,234,42,17,166
22666,25.85990338164251,336,14,14,362
22667,15.046583850931677,331,37,17,255
22668,11.87748344370861,332,14,7,83
22669,9.738775510204082,107,4,14,136
22670,17.870967741935484,411,92,10,178
22671,9.377777777777778,121,82,18,168
22672,12.837837837837839,320,53,5,64
22673,9.166666666666666,265,50,9,82
22674,11.70935960591133,269,9,14,163
22675,12.798850574712644,307,11,10,127
22676,9.104477611940299,109,3,19,172
22677,8.556756756756757,145,94,15,128
22678,7.777777777777778,194,17,12,93
22679,7.385964912280702,140,79,15,110
22680,8.119760479041917,105,35,19,154
22681,7.627450980392157,205,24,19,144
22682,8.32857142857143,91,86,13,108
22683,7.440789473684211,193,75,15,111
22684,7.7251908396946565,169,97,7,54
22685,8.453125,109,35,6,50
22686,8.319526627218934,166,66,17,141
22687,10.783132530120483,172,8,8,86
22688,12.01388888888889,252,60,12,144
22689,7.8,148,52,15,117
22690,9.960629921259843,159,17,12,119
22691,4.621951219512195,101,42,7,32
22692,6.931818181818182,110,34,8,55
22693,87.1951219512195,2267,62,7,610
22694,17.857664233576642,339,97,14,250
22695,10.118055555555555,192,77,6,60
22696,8.085714285714285,105,3,8,64
22697,25.641361256544503,743,92,10,256
22698,25.36532507739938,329,40,15,380
22699,34.6684350132626,554,44,18,624
22700,17.08641975308642,170,49,15,256
22701,5.578512396694215,117,78,9,50
22702,19.14457831325301,421,27,7,134
22703,4.204918032786885,79,41,6,25
22704,41.52153110047847,996,79,13,539
22705,29.626984126984127,651,75,19,562
22706,40.59615384615385,730,68,5,202
22707,28.01298701298701,504,97,13,364
22708,41.6015625,998,0,5,208
22709,43.06153846153846,818,38,19,818
22710,51.31428571428572,974,95,18,923
22711,37.08275862068965,630,89,11,407
22712,25.596491228070175,639,16,10,255
22713,25.456066945606693,661,90,11,280
22714,21.62704918032787,302,87,19,410
22715,16.567073170731707,215,34,7,115
22716,18.769784172661872,506,45,18,337
22717,14.487951807228916,405,41,7,101
22718,13.49740932642487,175,38,17,229
22719,10.404255319148936,166,89,15,156
22720,28.561068702290076,542,48,5,142
22721,5.862068965517241,158,61,8,46
22722,29.564356435643564,827,37,16,473
22723,6.576271186440678,85,22,6,39
22725,9.430711610486892,179,21,14,132
22726,24.905844155844157,249,3,12,298
22727,26.53448275862069,716,48,7,185
22728,18.49702380952381,258,58,11,203
22729,10.672597864768683,256,72,11,117
22730,12.591836734693878,327,67,16,201
22731,21.280575539568346,255,70,13,276
22732,23.879746835443036,501,86,10,238
22733,23.408163265306122,257,1,5,117
22734,53.39890710382514,533,48,12,640
22735,11.754098360655737,305,87,5,58
22736,15.22289156626506,380,94,7,106
22737,18.770114942528735,262,30,15,281
22738,25.705202312138727,616,39,9,231
22739,21.275132275132275,255,47,12,255
22740,88.37748344370861,1414,50,13,1148
22741,54.90721649484536,1098,42,19,1043
22742,7.1063829787234045,135,97,11,78
22743,7.624365482233503,137,54,13,99
22744,8.14516129032258,187,87,15,122
22745,15.17557251908397,333,48,7,106
22746,11.781376518218623,129,89,17,200
22747,9.97549019607843,119,79,9,89
22748,14.953068592057761,239,56,14,209
22749,13.143356643356643,354,76,12,157
22750,11.617100371747211,139,14,16,185
22751,9.716738197424892,184,26,5,48
22752,11.96885813148789,191,67,12,143
22753,10.746543778801843,193,79,11,118
22754,16.627118644067796,432,63,5,83
22755,15.603305785123966,312,93,17,265
22756,8.6,137,29,17,146
22757,15.583815028901734,358,35,14,218
22758,12.561855670103093,351,66,16,200
22759,30.064102564102566,390,85,14,420
22760,3.7083333333333335,55,85,19,70
22761,1.411764705882353,26,48,16,22
22762,1.9065420560747663,30,75,10,19
22763,6.186915887850467,136,54,5,30
22764,10.764705882352942,247,84,6,64
22765,8.405405405405405,109,55,9,75
22766,15.163194444444445,257,67,6,90
22767,5.427027027027027,75,94,18,97
22768,5.386046511627907,53,43,14,75
22769,5.612903225806452,72,30,5,28
22770,1.75,21,57,10,17
22771,27.840148698884757,501,86,12,334
22772,21.351219512195122,362,52,12,256
22773,14.765432098765432,147,83,17,251
22774,21.46923076923077,322,78,17,364
22775,18.441624365482234,331,22,12,221
22776,6.210909090909091,99,27,15,93
22777,7.459016393442623,96,15,10,74
22778,7.043478260869565,154,36,15,105
22779,12.304964539007091,319,20,7,86
22780,12.111940298507463,133,78,5,60
22781,4.515625,63,16,6,27
22782,3.8484848484848486,80,36,9,34
22783,13.771428571428572,234,76,17,234
22784,7.421052631578948,111,18,14,103
22785,4.629213483146067,78,29,9,41
22786,3.701492537313433,99,44,14,51
22788,7.323076923076923,87,17,18,131
22789,9.378787878787879,196,77,5,46
22790,200.0,2400,61,5,1000
22791,47.29,709,35,19,898
22792,21.145454545454545,232,99,13,274
22794,2.4161490683229814,50,83,6,14
22795,7.462616822429907,82,51,11,82
22796,4.091370558375634,61,18,14,57
22797,2.372549019607843,61,43,8,18
22798,11.602941176470589,139,6,11,127
22799,2.941860465116279,32,43,12,35
22800,6.367231638418079,184,67,9,57
22801,7.303370786516854,124,33,17,124
22802,2.2448979591836733,47,65,16,35
22803,2.36,30,68,16,37
22804,17.77364864864865,248,54,5,88
22805,13.059171597633137,287,9,8,104
22806,8.26923076923077,198,95,14,115
22807,7.4728260869565215,186,41,7,52
22808,6.774193548387097,128,40,14,94
22809,17.71034482758621,442,76,19,336
22810,15.595744680851064,327,68,16,249
22811,9.912621359223301,257,9,9,89
22812,32.96621621621622,824,9,14,461
22813,19.33823529411765,406,90,17,328
22814,13.98974358974359,237,59,14,195
22815,15.893518518518519,460,50,17,270
22816,41.80487804878049,501,20,10,418
22817,16.0,400,7,6,96
22818,38.58895705521472,848,64,11,424
22819,16.507389162561577,462,91,17,280
22820,16.107142857142858,273,77,7,112
22821,12.205882352941176,170,84,19,231
22822,4.574803149606299,132,29,5,22
22823,1.7777777777777777,30,84,14,24
22824,1.3863636363636365,29,48,7,9
22825,2.857142857142857,28,8,13,37
22826,1.6111111111111112,46,16,14,22
22827,1.4838709677419355,22,68,15,22
22828,1.7,45,57,15,25
22829,2.6777777777777776,45,56,19,50
22830,11.3125,181,61,10,113
22831,7.390476190476191,73,94,15,110
22832,2.5694444444444446,64,51,10,25
22833,10.0,210,60,8,80
22834,36.31578947368421,544,39,19,690
22835,19.71003717472119,571,37,12,236
22837,34.64705882352941,381,42,9,311
22838,5.726708074534161,131,62,11,62
22839,3.1297297297297297,40,18,13,40
22840,6.270142180094787,62,99,17,106
22841,4.128342245989304,111,49,17,70
22842,5.34640522875817,117,32,18,96
22843,4.612403100775194,50,12,9,41
22844,4.830708661417323,86,77,15,72
22845,4.400881057268722,48,96,18,79
22846,4.274611398963731,76,61,9,38
22847,5.406542056074766,54,92,18,97
22848,3.2564102564102564,65,42,8,26
22849,3.8380952380952382,46,48,10,38
22850,8.0,232,35,6,48
22851,18.257950530035334,237,9,7,127
22852,4.631147540983607,125,94,5,23
22853,5.863636363636363,87,5,6,35
22854,7.483870967741935,89,56,6,44
22855,26.787709497206706,535,0,12,321
22856,32.48148148148148,779,70,12,389
22857,24.6,344,57,6,147
22858,14.93421052631579,433,90,17,253
22859,13.440860215053764,255,20,18,241
22860,9.870967741935484,207,91,10,98
22861,7.82051282051282,187,79,19,148
22862,8.613636363636363,223,55,9,77
22863,8.323308270676693,158,86,7,58
22864,189.0,2835,19,9,1701
22865,74.54871794871795,2012,53,9,670
22866,72.19209039548022,1588,24,9,649
22867,64.8743169398907,778,27,7,454
22868,4.769230769230769,90,4,19,90
22869,3.2745098039215685,75,20,7,22
22870,3.522727272727273,52,17,8,28
22871,4.379310344827586,52,46,11,48
22872,3.5789473684210527,89,69,16,57
22873,3.870967741935484,61,56,16,61
22874,4.846153846153846,140,92,16,77
22875,4.392857142857143,101,18,18,79
22876,5.363636363636363,96,96,6,32
22877,4.7407407407407405,113,64,14,66
22878,3.1219512195121952,37,2,8,24
22879,4.1,45,41,8,32
22880,3.1714285714285713,34,20,5,15
22881,3.393939393939394,40,98,14,47
22882,2.8636363636363638,77,39,12,34
22883,3.40625,78,66,5,17
22884,2.972972972972973,86,24,12,35
22885,3.5,94,54,11,38
22886,3.5,66,83,13,45
22887,3.5384615384615383,38,51,12,42
22888,3.761904761904762,37,43,9,33
22889,5.9393939393939394,77,97,12,71
22890,4.938271604938271,113,84,18,88
22891,4.535211267605634,45,55,19,86
22892,20.114285714285714,462,54,15,301
22893,21.093023255813954,527,86,14,295
22894,4.155555555555556,95,69,16,66
22895,12.063559322033898,349,76,19,229
22896,8.759493670886076,105,86,16,140
22897,10.1875,122,72,7,71
22898,12.231660231660232,220,80,19,232
22899,11.411522633744855,171,65,14,159
22900,21.22758620689655,467,18,11,233
22902,12.170212765957446,133,82,16,194
22903,10.642857142857142,180,6,8,85
22904,15.273127753303966,168,62,9,137
22905,8.037313432835822,104,41,13,104
22906,15.38812785388128,369,41,11,169
22907,26.726153846153846,347,58,8,213
22908,21.25,467,19,10,212
22909,83.22330097087378,1747,72,14,1165
22910,87.89622641509433,1933,16,18,1582
22911,6.879032258064516,158,26,15,103
22912,3.4395604395604398,99,46,11,37
22913,4.591836734693878,123,1,17,78
22914,4.285714285714286,64,62,14,60
22915,24.669172932330827,493,61,17,419
22916,12.186335403726709,134,99,13,158
22917,12.713375796178344,355,18,8,101
22918,12.33974358974359,345,16,14,172
22919,11.842105263157896,165,68,7,82
22920,22.73202614379085,636,38,12,272
22921,12.833333333333334,141,81,19,243
22922,23.292134831460675,442,70,5,116
22923,22.295774647887324,245,80,13,289
22924,18.51851851851852,370,38,17,314
22925,3.588235294117647,96,35,5,17
22926,6.666666666666667,160,39,6,40
22927,4.069565217391304,73,44,17,69
22928,3.182795698924731,89,3,12,38
22929,1.4375,25,24,13,18
22930,8.935483870967742,107,68,11,98
22931,8.934065934065934,160,29,7,62
22932,14.983050847457626,344,75,11,164
22933,12.368421052631579,346,67,10,123
22934,9.816666666666666,157,87,6,58
22935,12.777777777777779,319,28,7,89
22936,6.065217391304348,151,72,15,90
22937,9.436893203883495,94,67,17,160
22938,20.147540983606557,261,50,16,322
22939,4.929577464788732,64,23,17,83
22940,17.99484536082474,287,13,14,251
22941,19.37037037037037,329,68,14,271
22942,11.1,288,17,17,188
22943,18.17557251908397,254,41,16,290
22944,51.808510638297875,828,56,19,984
22945,49.29677419354839,1429,82,9,443
22946,6.684931506849315,193,11,14,93
22947,9.190909090909091,119,81,8,73
22948,15.615942028985508,234,16,6,93
22949,15.703125,251,29,8,125
22950,73.7433628318584,1991,87,16,1179
22951,38.84452296819788,543,74,12,466
22952,153.43255813953488,4449,98,9,1380
22953,7.6767676767676765,92,22,9,69
22954,4.958333333333333,79,80,17,84
22955,12.066666666666666,277,0,16,193
22956,15.987179487179487,255,78,16,255
22957,22.1875,310,31,14,310
22959,78.53225806451613,1099,8,7,549
22960,30.26510067114094,332,14,17,514
22961,59.2852233676976,889,27,12,711
22962,22.38974358974359,537,23,10,223
22963,20.08695652173913,381,59,6,120
22964,13.023584905660377,208,34,6,78
22965,10.525714285714285,147,85,13,136
22966,34.53361344537815,345,26,17,587
22967,16.971014492753625,373,82,11,186
22968,7.826388888888889,211,75,14,109
22969,53.361623616236166,1173,19,13,693
22970,24.908045977011493,672,64,18,448
22971,14.384615384615385,201,84,10,143
22972,12.141935483870968,267,48,19,230
22973,11.341666666666667,147,0,9,102
22974,10.906666666666666,283,9,16,174
22975,9.222222222222221,110,46,5,46
22976,9.470588235294118,246,58,16,151
22977,9.1651376146789,183,95,10,91
22978,16.876712328767123,489,61,10,168
22979,21.64021164021164,281,85,7,151
22980,15.050955414012739,165,17,7,105
22981,5.7439024390243905,166,45,19,109
22982,8.945736434108527,223,31,7,62
22983,23.910714285714285,645,26,7,167
22984,21.062893081761008,358,91,11,231
22985,42.54054054054054,510,17,14,595
22986,38.37748344370861,690,38,15,575
22987,22.90909090909091,664,48,6,137
22988,50.06951871657754,751,92,14,700
22989,14.717277486910994,279,81,17,250
22990,5.275,100,43,14,73
22991,24.446540880503143,537,71,6,146
22992,32.30246913580247,839,53,7,226
22993,51.84016393442623,933,94,14,725
22994,16.251851851851853,422,33,16,260
22995,15.979865771812081,287,70,11,175
22996,25.13612565445026,452,35,7,175
22997,18.442028985507246,184,17,11,202
22998,57.51627906976744,632,37,13,747
22999,19.82191780821918,495,58,15,297
23000,19.09036144578313,190,8,14,267
23002,16.3,309,72,16,260
23003,12.604651162790697,340,71,19,239
23004,14.198581560283689,241,50,15,212
23005,38.479674796747965,769,34,8,307
23006,14.77310924369748,162,81,11,162
23007,3.86046511627907,65,4,13,50
23008,4.373737373737374,74,13,18,78
23009,3.329113924050633,86,91,12,39
23010,3.7058823529411766,88,29,12,44
23012,8.778688524590164,228,3,13,114
23013,7.830508474576271,172,38,18,140
23014,7.575221238938053,212,83,9,68
23015,2.2222222222222223,31,63,18,40
23016,3.217391304347826,67,24,9,28
23017,3.1904761904761907,31,27,7,22
23018,3.1875,44,75,9,28
23019,3.24,55,65,12,38
23020,3.1578947368421053,69,77,16,50
23021,5.0,85,21,9,45
23022,20.095238095238095,401,30,8,160
23023,11.416666666666666,114,22,12,137
23024,25.5,561,47,11,280
23025,8.536585365853659,239,19,19,162
23026,10.692307692307692,128,37,18,192
23027,11.346153846153847,295,54,18,204
23028,19.840579710144926,277,67,10,198
23029,14.53763440860215,421,78,9,130
23031,13.175257731958762,223,87,18,237
23032,22.384615384615383,514,88,9,201
23033,11.333333333333334,147,0,17,192
23034,14.18840579710145,283,6,14,198
23035,19.918181818181818,577,56,6,119
23036,11.5,276,94,17,195
23037,10.31578947368421,288,11,19,196
23038,5.5,88,4,8,44
23039,7.37037037037037,206,49,12,88
23040,6.657894736842105,186,41,12,79
23041,5.913043478260869,118,11,15,88
23042,3.9615384615384617,55,17,5,19
23043,4.05,56,65,6,24
23044,4.391304347826087,74,73,9,39
23045,5.130434782608695,97,78,13,66
23046,11.633333333333333,174,93,14,162
